supplier_id,supplier_reliability,previous_delays,average_lead_time,demand,inventory_level,weather_risk,transportation_risk,distance,supplier_capacity,shipment_size,historical_disruptions,disrupted
SUP-030,81.2,10,14.1,4618,9853,5.2,7.4,857.0,8344,3869,0,0
SUP-005,50.0,9,19.2,2270,3765,4.6,3.3,75.0,4987,2548,6,1
SUP-018,48.4,10,19.7,9455,10484,1.2,4.4,859.0,50958,8213,0,0
SUP-039,57.0,3,15.6,29157,28530,1.8,2.6,432.0,145485,39766,4,1
SUP-015,68.5,13,14.8,7531,13203,2.5,4.8,286.0,24784,4056,6,1
SUP-011,64.7,6,16.7,3658,12384,0.9,1.3,668.0,15593,4307,4,0
SUP-013,79.1,12,11.7,2601,2578,1.4,1.3,1711.0,12395,1314,0,0
SUP-019,88.9,9,10.9,13606,10124,5.5,6.9,2359.0,31972,18925,2,0
SUP-019,88.9,9,12.4,2497,8029,3.4,4.9,2191.0,10165,1808,2,1
SUP-029,53.2,7,11.7,682,860,1.5,0.9,836.0,850,491,6,0
SUP-034,64.6,6,22.5,7388,15440,1.4,3.9,210.0,15780,7201,2,0
SUP-039,57.0,3,22.3,694,1654,2.6,5.6,351.0,2751,752,4,0
SUP-032,96.3,11,20.9,2008,714,1.1,1.3,308.0,4775,2515,2,0
SUP-027,69.7,11,11.5,2022,1667,2.3,4.7,253.0,4038,2431,0,0
SUP-028,47.3,9,14.4,6695,6944,0.8,2.4,1220.0,34022,7432,1,0
SUP-011,64.7,6,18.3,2334,3128,4.6,1.3,825.0,2695,1868,4,1
SUP-029,53.2,7,18.6,2825,5487,3.7,4.4,727.0,16676,2344,6,0
SUP-037,51.9,0,18.7,4954,1363,4.3,2.5,194.0,28656,4627,1,1
SUP-034,64.6,6,17.3,2716,2609,0.5,1.1,1496.0,13577,3748,2,1
SUP-023,96.4,12,15.5,3318,10594,2.4,1.8,523.0,11602,4038,2,0
SUP-002,68.3,6,14.8,1528,899,2.6,3.0,891.0,3900,830,5,0
SUP-032,96.3,11,8.3,1668,2375,0.6,4.2,264.0,8531,2047,2,0
SUP-030,81.2,10,17.5,1252,2576,3.8,2.5,189.0,1986,951,0,0
SUP-002,68.3,6,16.5,5104,14446,2.8,4.9,134.0,11137,3329,5,1
SUP-025,86.3,11,9.9,2683,9077,3.2,3.8,1780.0,11773,2771,7,1
SUP-006,96.7,10,13.6,1377,4375,4.7,3.2,442.0,1247,1669,4,1
SUP-003,90.5,2,18.0,14266,30197,3.2,3.4,874.0,40714,7383,5,0
SUP-036,55.0,8,15.0,1964,3323,6.7,3.7,1226.0,11084,1333,5,0
SUP-037,51.9,0,21.2,4656,4626,3.4,6.1,626.0,13888,3213,1,0
SUP-032,96.3,11,12.7,7465,3870,2.0,1.6,260.0,8368,4129,2,0
SUP-017,74.4,3,10.9,4407,1981,1.3,1.2,317.0,21614,3982,4,0
SUP-002,68.3,6,9.8,6061,5219,4.1,2.6,603.0,20763,4768,5,0
SUP-009,51.8,11,17.8,12159,27208,1.9,3.7,653.0,19375,16244,4,0
SUP-021,85.2,12,11.9,1385,2439,2.7,3.7,2307.0,5679,803,7,1
SUP-030,81.2,10,12.6,10043,14691,5.4,3.2,985.0,59453,10051,0,1
SUP-017,74.4,3,11.1,3303,8314,3.3,4.7,1213.0,11390,3873,4,0
SUP-033,62.3,8,20.7,2375,1185,4.0,1.4,1637.0,4167,3261,7,1
SUP-026,55.3,11,20.9,3640,12477,2.0,4.9,349.0,7787,4680,6,1
SUP-006,96.7,10,10.4,1575,2154,1.6,4.6,271.0,4617,2004,4,0
SUP-016,57.0,4,17.0,3639,9175,1.9,1.3,3350.0,11816,3283,2,0
SUP-008,86.7,4,12.3,2760,6384,2.1,2.6,486.0,5027,2318,6,0
SUP-019,88.9,9,15.7,2765,2823,1.7,2.1,515.0,2491,2388,2,0
SUP-022,63.8,2,19.0,3530,5114,2.7,6.2,360.0,3487,2572,1,0
SUP-009,51.8,11,19.5,2721,750,0.5,5.2,102.0,15892,3404,4,1
SUP-014,88.6,5,13.0,754,1554,0.6,3.2,510.0,1437,771,4,0
SUP-007,85.3,1,11.2,1478,4034,4.6,1.4,451.0,4358,1882,0,0
SUP-036,55.0,8,17.2,5833,2087,1.2,2.1,324.0,16648,5787,5,0
SUP-003,90.5,2,20.7,2109,2226,3.8,4.6,232.0,8324,1832,5,1
SUP-032,96.3,11,14.4,4669,11443,4.5,6.7,245.0,13632,4619,2,1
SUP-026,55.3,11,12.6,349,1012,2.4,3.2,284.0,678,432,6,1
SUP-027,69.7,11,22.3,5126,3944,7.0,4.0,399.0,4725,3150,0,0
SUP-039,57.0,3,22.2,2746,8629,2.9,2.8,804.0,9322,1683,4,0
SUP-026,55.3,11,20.3,3159,6162,1.0,3.1,735.0,6457,4079,6,1
SUP-038,70.2,2,20.7,3469,7192,4.1,7.9,1842.0,13934,4392,4,1
SUP-017,74.4,3,14.4,1637,3071,4.2,2.7,260.0,5327,1331,4,0
SUP-003,90.5,2,12.7,13068,22176,1.3,2.1,873.0,72081,7040,5,0
SUP-015,68.5,13,18.4,4651,9327,2.3,2.1,494.0,8176,6017,6,0
SUP-036,55.0,8,23.5,4953,10916,1.0,2.7,636.0,19275,4790,5,1
SUP-034,64.6,6,14.1,3493,8567,3.3,3.1,249.0,3663,2116,2,0
SUP-024,92.3,0,15.2,1056,736,5.1,1.1,314.0,4768,974,3,0
SUP-018,48.4,10,18.9,9587,26427,3.0,0.9,1038.0,53131,6542,0,0
SUP-040,80.5,1,12.0,5155,4277,3.5,4.3,202.0,6354,3934,6,0
SUP-012,94.1,12,18.4,5549,6138,5.8,3.3,572.0,28062,5558,4,1
SUP-010,68.9,12,12.5,1418,472,2.7,2.0,640.0,3821,1830,5,1
SUP-034,64.6,6,20.3,6094,16878,2.2,0.8,113.0,29471,5876,2,0
SUP-029,53.2,7,20.7,4681,7965,2.9,3.1,488.0,7289,2346,6,0
SUP-022,63.8,2,16.3,5007,4939,5.3,5.4,89.0,17098,4780,1,1
SUP-029,53.2,7,16.8,1805,425,2.5,5.2,398.0,1658,2177,6,1
SUP-030,81.2,10,16.7,2977,6590,0.3,5.8,367.0,9254,3996,0,1
SUP-035,69.9,7,16.2,5516,11185,5.8,1.8,668.0,26052,5732,3,0
SUP-011,64.7,6,15.3,6316,14286,0.9,6.1,2204.0,11641,3641,4,1
SUP-018,48.4,10,15.1,986,374,,1.5,1979.0,3948,530,0,0
SUP-033,62.3,8,11.2,2163,2960,3.2,1.8,1435.0,9099,1871,7,0
SUP-030,81.2,10,17.7,11221,17885,0.2,2.3,853.0,20712,10640,0,0
SUP-011,64.7,6,17.6,28285,92429,2.0,3.6,1388.0,161987,22154,4,0
SUP-020,78.5,2,9.1,1801,3854,3.5,5.2,931.0,10486,2067,3,1
SUP-031,84.5,4,13.3,4552,6748,3.7,5.7,232.0,15693,2753,6,0
SUP-008,86.7,4,11.0,1736,4976,3.3,3.3,,6756,1616,6,0
SUP-010,68.9,12,16.8,2170,834,3.0,5.2,734.0,4927,1971,5,1
SUP-020,78.5,2,11.9,322,508,1.1,8.0,1373.0,500,391,3,0
SUP-038,70.2,2,6.4,2771,5042,0.9,3.5,427.0,2897,3350,4,1
SUP-028,47.3,9,13.3,2494,3819,6.8,2.1,410.0,11423,3313,1,1
SUP-038,70.2,2,16.3,11767,20869,4.0,7.4,1125.0,16152,10718,4,1
SUP-004,82.0,12,11.6,9934,33766,2.6,4.8,135.0,59475,9480,3,0
SUP-017,74.4,3,18.9,2731,5934,1.9,1.0,1124.0,13297,2963,4,0
SUP-032,96.3,11,14.5,4917,5687,7.7,2.5,325.0,21923,6087,2,0
SUP-020,78.5,2,11.4,3221,7880,2.8,7.8,155.0,15062,2300,3,0
SUP-013,79.1,12,7.9,3983,9100,4.3,1.5,742.0,18846,5236,0,0
SUP-018,48.4,10,20.2,2518,4464,4.9,6.3,775.0,3207,3341,0,1
SUP-001,86.0,14,14.3,2104,1469,4.5,4.1,296.0,3209,2399,3,0
SUP-021,85.2,12,13.5,2166,906,0.8,0.4,728.0,9353,1585,7,0
SUP-037,51.9,0,16.5,1050,2215,5.4,4.8,247.0,843,859,1,0
SUP-002,68.3,6,12.1,2333,3554,2.8,1.6,78.0,5429,2477,5,0
SUP-017,74.4,3,17.4,1471,5146,2.0,5.5,1743.0,2664,1039,4,0
SUP-031,84.5,4,13.7,2323,6073,4.5,3.3,602.0,2967,2896,6,0
SUP-015,68.5,13,14.3,2469,6057,1.6,2.1,446.0,3560,1341,6,0
SUP-030,81.2,10,8.4,1458,3539,2.2,4.5,1300.0,7364,2034,0,0
SUP-035,69.9,7,14.3,5895,3646,1.2,1.7,531.0,17293,5682,3,1
SUP-012,94.1,12,12.7,2626,6201,2.4,3.7,694.0,14178,1927,4,0
SUP-012,94.1,12,10.8,3743,9688,1.5,4.5,386.0,4782,4314,4,0
SUP-032,96.3,11,21.8,2995,831,1.6,4.6,317.0,4651,2066,2,0
SUP-001,86.0,14,7.1,839,666,4.3,4.8,421.0,3730,558,3,0
SUP-009,51.8,11,24.3,2882,3303,3.0,1.7,363.0,6100,3635,4,0
SUP-007,85.3,1,16.5,3097,8342,3.0,5.9,652.0,12342,2239,0,0
SUP-005,50.0,9,19.1,1913,5355,1.2,1.8,1408.0,4702,2435,6,1
SUP-002,68.3,6,23.9,5634,14883,1.2,2.5,246.0,6124,6923,5,0
SUP-039,57.0,3,18.6,507,967,2.8,4.0,237.0,812,393,4,0
SUP-001,86.0,14,18.0,4209,5179,4.2,3.0,459.0,16677,4383,3,1
SUP-002,68.3,6,18.3,5432,4943,2.9,2.8,449.0,20891,3671,5,0
SUP-028,47.3,9,15.0,2152,5031,1.1,2.0,707.0,9022,1688,1,0
SUP-006,96.7,10,16.2,4328,12847,2.4,2.9,314.0,21352,2974,4,0
SUP-024,92.3,0,12.4,3062,3505,1.0,4.0,399.0,5872,3468,3,0
SUP-033,62.3,8,21.0,3625,10489,4.6,5.7,326.0,12759,4973,7,1
SUP-025,86.3,11,10.9,656,370,4.4,4.6,571.0,1385,502,7,1
SUP-017,74.4,3,8.3,5494,12439,3.9,0.9,251.0,20690,3667,4,0
SUP-035,69.9,7,15.4,3891,13361,0.5,3.8,265.0,8216,4486,3,0
SUP-005,50.0,9,18.0,11757,20993,6.6,3.2,867.0,69665,15135,6,1
SUP-029,53.2,7,19.6,3877,12033,0.9,2.0,849.0,9602,4967,6,0
SUP-010,68.9,12,12.1,1726,814,3.4,3.8,376.0,2815,1472,5,1
SUP-013,79.1,12,19.7,11836,8354,2.1,7.1,1878.0,20502,12302,0,1
SUP-001,86.0,14,12.9,5230,6973,2.8,1.5,3377.0,17954,3252,3,0
SUP-037,51.9,0,12.8,1304,2584,4.1,3.6,516.0,4128,933,1,0
SUP-009,51.8,11,23.4,3016,10075,4.0,6.0,528.0,6732,3548,4,1
SUP-009,51.8,11,21.1,1437,857,4.6,3.6,909.0,7253,1073,4,1
SUP-028,47.3,9,18.9,785,815,2.1,3.8,521.0,4619,515,1,0
SUP-007,85.3,1,21.0,4972,10851,4.5,2.0,1034.0,9571,4338,0,0
SUP-040,80.5,1,13.0,3020,3498,5.4,3.8,2096.0,12695,2212,6,1
SUP-006,96.7,10,11.1,1732,2644,4.5,3.1,578.0,3409,2185,4,0
SUP-005,50.0,9,17.1,955,2249,1.5,5.5,619.0,3293,650,6,0
SUP-029,53.2,7,26.1,5033,12938,0.8,2.0,203.0,9979,4900,6,1
SUP-010,68.9,12,10.2,3078,2070,1.5,4.1,316.0,6407,2090,5,0
SUP-004,82.0,12,15.2,2860,9576,1.5,2.5,323.0,6524,2344,3,0
SUP-030,81.2,10,10.4,3560,1733,6.3,4.1,451.0,20999,2258,0,0
SUP-006,96.7,10,10.8,1783,3179,3.0,4.0,2786.0,3405,2472,4,1
SUP-014,88.6,5,12.5,12953,27304,2.0,4.9,454.0,53396,10535,4,0
SUP-006,96.7,10,15.5,4725,3882,1.6,2.7,280.0,21377,5022,4,0
SUP-031,84.5,4,19.4,1102,378,4.2,1.4,596.0,6327,828,6,1
SUP-021,85.2,12,21.6,4101,11833,3.2,1.7,246.0,14691,5720,7,0
SUP-023,96.4,12,12.8,2950,4333,3.9,0.9,209.0,5107,3089,2,0
SUP-020,78.5,2,16.0,4404,6613,4.3,2.2,660.0,18565,5562,3,0
SUP-040,80.5,1,11.4,2503,4882,2.9,4.9,262.0,13650,2541,6,0
SUP-008,86.7,4,19.1,2339,7976,,1.9,472.0,7413,2534,6,0
SUP-002,68.3,6,27.1,1071,822,2.7,3.1,590.0,3882,1273,5,0
SUP-010,68.9,12,9.3,4096,13163,4.6,4.9,1052.0,16850,3866,5,0
SUP-012,94.1,12,11.1,5935,1790,0.5,3.4,203.0,7628,4146,4,1
SUP-003,90.5,2,13.3,3108,5856,1.6,2.2,435.0,15411,3601,5,0
SUP-018,48.4,10,11.0,2923,5758,0.8,4.8,818.0,8914,3647,0,0
SUP-010,68.9,12,13.4,2456,7089,3.4,1.4,363.0,8481,3103,5,0
SUP-008,86.7,4,13.7,3617,7481,3.2,1.3,370.0,13998,2739,6,0
SUP-025,86.3,11,19.3,777,2074,2.9,2.5,177.0,1756,1071,7,0
SUP-036,55.0,8,23.2,13688,24195,4.8,3.5,1405.0,74000,17664,5,0
SUP-025,86.3,11,14.0,3119,3034,7.4,4.5,806.0,12676,3080,7,1
SUP-025,86.3,11,12.0,10519,17463,2.3,4.2,70.0,60194,13918,7,0
SUP-004,82.0,12,16.0,4985,13056,2.6,1.6,375.0,7945,4307,3,1
SUP-022,63.8,2,7.0,7847,4878,4.6,3.6,1611.0,45743,4719,1,0
SUP-015,68.5,13,11.2,3899,13499,1.9,3.4,417.0,19710,4551,6,0
SUP-017,74.4,3,17.9,3008,5488,0.6,4.1,1014.0,2772,3912,4,0
SUP-027,69.7,11,10.0,4494,12771,4.7,2.3,541.0,18032,5742,0,0
SUP-015,68.5,13,15.1,4737,10245,1.7,2.9,1326.0,4793,2776,6,0
SUP-013,79.1,12,12.5,3308,1325,5.4,3.5,1553.0,15138,4335,0,0
SUP-010,68.9,12,16.8,5925,8184,1.7,4.7,870.0,32503,5263,5,1
SUP-010,68.9,12,20.2,6687,4709,5.0,4.1,510.0,12944,8595,5,1
SUP-017,74.4,3,20.0,295,588,2.9,5.1,226.0,1218,370,4,0
SUP-013,79.1,12,9.9,969,1722,4.9,3.5,425.0,3556,591,0,1
SUP-036,55.0,8,23.3,4560,9367,3.3,1.1,791.0,12840,6295,5,0
SUP-021,85.2,12,14.6,651,1010,5.4,1.1,741.0,3283,421,7,0
SUP-027,69.7,11,19.2,3292,8028,2.0,1.9,2213.0,15767,4456,0,0
SUP-032,96.3,11,15.9,1676,3990,3.6,1.5,172.0,8922,1478,2,0
SUP-003,90.5,2,12.8,1817,4488,5.1,1.7,217.0,5194,1603,5,0
SUP-011,64.7,6,7.8,3282,4222,6.5,5.1,539.0,3643,3030,4,1
SUP-010,68.9,12,14.0,6144,4254,3.5,4.0,322.0,29498,5448,5,1
SUP-021,85.2,12,8.4,2910,6210,2.2,5.1,525.0,12794,2910,7,1
SUP-040,80.5,1,11.4,1932,2042,6.3,3.1,651.0,10340,984,6,0
SUP-016,57.0,4,16.7,2485,3259,1.6,4.3,763.0,9823,2715,2,1
SUP-014,88.6,5,14.9,2104,1706,3.4,5.0,374.0,7833,1244,4,0
SUP-037,51.9,0,15.9,1200,1212,2.5,3.2,303.0,1225,841,1,0
SUP-016,57.0,4,15.0,2752,6689,,5.3,668.0,6945,2977,2,0
SUP-007,85.3,1,10.1,11488,19488,0.3,2.2,499.0,11913,15452,0,0
SUP-011,64.7,6,22.0,10395,5667,2.5,2.4,733.0,57179,13295,4,0
SUP-038,70.2,2,13.4,4814,5081,2.5,4.0,184.0,10944,3871,4,0
SUP-005,50.0,9,12.5,1780,400,4.4,2.7,1273.0,4535,2167,6,1
SUP-015,68.5,13,15.0,11598,11870,2.3,4.7,232.0,31122,15427,6,1
SUP-033,62.3,8,13.2,3235,9116,3.4,1.2,324.0,8482,3877,7,0
SUP-036,55.0,8,15.9,1344,2819,4.1,2.6,620.0,5367,936,5,0
SUP-033,62.3,8,22.1,691,2064,4.0,6.7,403.0,831,726,7,1
SUP-036,55.0,8,15.3,1828,3914,1.3,2.0,310.0,4739,1940,5,0
SUP-013,79.1,12,15.0,1445,2126,4.1,5.1,412.0,7436,820,0,1
SUP-014,88.6,5,15.7,2595,5769,2.4,1.2,432.0,2266,3464,4,0
SUP-021,85.2,12,12.1,8357,17014,3.3,1.2,2098.0,15943,4814,7,0
SUP-016,57.0,4,19.1,2458,7476,,3.5,1033.0,8678,3271,2,1
SUP-034,64.6,6,13.1,3198,3645,2.9,1.2,1123.0,15655,3419,2,0
SUP-003,90.5,2,10.8,1581,984,4.1,4.5,696.0,3904,1065,5,0
SUP-031,84.5,4,6.4,1229,2005,4.8,5.4,799.0,5361,1019,6,1
SUP-028,47.3,9,18.9,2179,1979,5.3,1.0,575.0,6864,1154,1,0
SUP-015,68.5,13,12.3,2613,1614,2.7,5.2,1747.0,7626,2027,6,1
SUP-013,79.1,12,11.3,986,2076,3.0,7.4,193.0,1434,1219,0,0
SUP-009,51.8,11,15.3,913,1889,2.8,1.8,1306.0,4722,608,4,0
SUP-015,68.5,13,13.4,198,410,4.7,4.6,309.0,992,199,6,0
SUP-006,96.7,10,9.1,2591,6114,3.8,1.4,416.0,4745,1941,4,0
SUP-015,68.5,13,15.8,1235,569,5.1,3.1,190.0,2005,980,6,0
SUP-028,47.3,9,17.7,3874,12312,1.5,5.3,393.0,19801,4138,1,0
SUP-019,88.9,9,14.7,840,2250,3.2,4.0,480.0,2701,679,2,0
SUP-001,86.0,14,14.2,2644,8856,6.0,1.5,302.0,6787,1990,3,0
SUP-026,55.3,11,21.3,930,869,2.3,2.1,128.0,2450,1253,6,0
SUP-016,57.0,4,18.0,8337,5898,1.5,3.0,130.0,39409,9176,2,0
SUP-027,69.7,11,10.3,1412,2175,0.9,2.2,2413.0,3624,1864,0,0
SUP-019,88.9,9,17.6,2731,7297,1.8,2.5,1498.0,5370,1380,2,0
SUP-030,81.2,10,13.6,871,298,3.1,4.6,372.0,2092,1033,0,1
SUP-035,69.9,7,20.1,3881,9845,2.8,2.4,593.0,6640,3189,3,0
SUP-014,88.6,5,14.2,3379,5631,2.3,2.6,128.0,8034,4467,4,0
SUP-010,68.9,12,19.5,4710,4462,4.5,1.1,2230.0,26810,3717,5,0
SUP-038,70.2,2,13.0,3443,11416,0.9,3.3,518.0,13548,2975,4,0
SUP-003,90.5,2,10.4,3009,8587,1.5,5.4,211.0,14674,3357,5,0
SUP-028,47.3,9,24.2,2822,6630,0.9,3.3,1552.0,6625,3248,1,0
SUP-013,79.1,12,14.8,3951,8255,3.0,4.9,630.0,6990,4847,0,0
SUP-026,55.3,11,10.2,1664,1296,1.3,2.7,340.0,8357,1228,6,0
SUP-013,79.1,12,15.2,1517,5023,4.1,2.8,453.0,1581,1562,0,0
SUP-022,63.8,2,23.2,3453,11975,0.3,4.9,1179.0,5226,3757,1,0
SUP-015,68.5,13,12.8,7534,20034,1.9,3.7,380.0,16224,4867,6,1
SUP-005,50.0,9,24.5,7653,17018,3.0,2.6,605.0,42549,5058,6,1
SUP-012,94.1,12,11.5,5177,16636,0.3,4.8,274.0,18719,2931,4,1
SUP-020,78.5,2,11.9,5728,11436,0.9,2.2,633.0,10699,7343,3,0
SUP-039,57.0,3,25.6,1164,258,3.5,2.3,538.0,2508,1477,4,1
SUP-008,86.7,4,13.4,1705,2086,1.6,2.1,730.0,9667,1317,6,0
SUP-031,84.5,4,13.3,3615,1307,1.2,4.6,363.0,6951,4141,6,0
SUP-021,85.2,12,7.0,1259,287,1.4,1.0,275.0,2641,1097,7,0
SUP-005,50.0,9,23.5,11451,38001,2.2,1.4,340.0,41393,6156,6,0
SUP-021,85.2,12,15.0,10239,3245,1.8,5.9,431.0,21209,9525,7,0
SUP-026,55.3,11,13.7,13636,22910,0.6,2.5,530.0,59437,14666,6,0
SUP-040,80.5,1,17.2,5229,7844,3.1,2.3,1548.0,29211,3675,6,0
SUP-032,96.3,11,10.4,744,575,0.6,3.0,258.0,2012,478,2,0
SUP-029,53.2,7,10.0,2494,6351,6.7,6.8,110.0,8530,3277,6,1
SUP-001,86.0,14,12.7,1731,5812,3.9,2.2,579.0,3633,879,3,0
SUP-007,85.3,1,9.5,3268,6543,2.8,3.2,1653.0,4721,2789,0,0
SUP-023,96.4,12,12.9,5137,6629,5.7,3.1,1001.0,26460,4206,2,1
SUP-034,64.6,6,18.3,484,1305,2.7,7.0,1547.0,976,465,2,0
SUP-009,51.8,11,13.6,1057,1952,1.8,7.3,575.0,4251,1411,4,1
SUP-009,51.8,11,15.1,4489,13689,2.3,4.5,226.0,9200,5637,4,0
SUP-007,85.3,1,12.9,5371,18735,1.7,2.8,759.0,10289,3310,0,0
SUP-008,86.7,4,14.1,3177,4168,2.8,2.3,325.0,13478,3391,6,0
SUP-014,88.6,5,13.8,8454,8926,1.8,1.8,892.0,18447,7434,4,0
SUP-005,50.0,9,21.0,821,1251,1.8,3.3,868.0,2324,1147,6,0
SUP-024,92.3,0,14.6,3234,5280,2.9,3.2,505.0,4092,2658,3,0
SUP-033,62.3,8,19.1,1098,1951,4.9,1.2,59.0,3286,615,7,0
SUP-015,68.5,13,21.0,2195,4693,2.1,3.7,1268.0,4657,1475,6,1
SUP-002,68.3,6,18.6,1101,2032,3.1,6.5,251.0,3923,654,5,1
SUP-034,64.6,6,19.6,3639,1714,1.1,7.0,429.0,8180,2980,2,0
SUP-008,86.7,4,17.7,2355,4650,1.7,5.7,608.0,5074,2829,6,0
SUP-027,69.7,11,11.6,2445,4172,1.6,3.4,429.0,10864,1325,0,0
SUP-012,94.1,12,6.9,2107,4804,6.2,2.3,1201.0,8552,2644,4,1
SUP-037,51.9,0,13.7,1060,1413,1.5,4.7,359.0,3129,732,1,0
SUP-013,79.1,12,18.9,1148,3194,3.4,2.0,362.0,6053,1310,0,0
SUP-021,85.2,12,12.7,5342,9495,1.0,3.3,602.0,7941,6045,7,0
SUP-012,94.1,12,14.2,2711,1980,1.5,5.6,871.0,3079,2307,4,0
SUP-030,81.2,10,13.7,6606,18353,2.6,1.7,885.0,33288,7007,0,0
SUP-040,80.5,1,13.1,4260,7124,3.7,2.0,781.0,11848,3285,6,1
SUP-005,50.0,9,21.3,14378,26310,3.0,5.7,140.0,57737,10520,6,1
SUP-029,53.2,7,16.9,2967,1577,2.9,2.9,444.0,10627,3287,6,1
SUP-017,74.4,3,12.8,5826,4898,3.6,5.2,288.0,24152,5278,4,0
SUP-025,86.3,11,14.7,1635,2564,2.4,8.9,374.0,3654,1607,7,1
SUP-012,94.1,12,9.8,2865,3006,1.8,2.6,389.0,14609,3824,4,0
SUP-011,64.7,6,18.8,722,1432,2.9,4.3,317.0,1983,875,4,0
SUP-004,82.0,12,14.1,5875,17597,2.3,3.4,619.0,12333,4093,3,0
SUP-031,84.5,4,8.5,1769,3417,2.8,4.9,190.0,9760,1380,6,0
SUP-027,69.7,11,21.4,1007,2271,1.4,4.5,396.0,3328,1127,0,0
SUP-018,48.4,10,21.7,1611,1395,0.4,1.0,144.0,5385,1417,0,0
SUP-011,64.7,6,12.3,3984,7492,0.8,2.8,946.0,9107,5411,4,0
SUP-029,53.2,7,19.8,6417,16983,2.8,5.7,414.0,34693,6275,6,0
SUP-036,55.0,8,23.1,1607,5414,3.2,3.1,357.0,4354,931,5,1
SUP-033,62.3,8,10.3,27141,28784,2.0,4.5,,69825,19440,7,0
SUP-009,51.8,11,17.4,3172,5305,2.1,2.2,1664.0,4749,3776,4,0
SUP-007,85.3,1,15.5,3798,9999,1.3,2.2,439.0,20369,5161,0,0
SUP-021,85.2,12,7.8,2160,3555,4.4,4.2,405.0,5483,1548,7,0
SUP-001,86.0,14,13.1,2058,5310,3.2,2.9,146.0,7166,2342,3,0
SUP-018,48.4,10,14.7,3328,5093,2.3,3.7,569.0,5336,2866,0,0
SUP-038,70.2,2,21.4,773,290,3.9,1.6,895.0,940,1020,4,0
SUP-012,94.1,12,17.5,3629,7340,4.8,4.6,735.0,19246,2324,4,0
SUP-003,90.5,2,18.8,4421,14555,1.7,5.7,1612.0,20926,2445,5,0
SUP-030,81.2,10,9.2,815,1162,5.6,4.5,498.0,1452,550,0,0
SUP-011,64.7,6,14.8,497,1653,4.5,4.5,698.0,2077,664,4,0
SUP-027,69.7,11,13.0,3560,1567,2.9,3.5,1237.0,11323,3554,0,0
SUP-017,74.4,3,14.3,844,1042,4.0,1.0,1637.0,4122,457,4,0
SUP-026,55.3,11,19.7,2182,6786,3.5,3.7,868.0,10785,1684,6,1
SUP-008,86.7,4,12.0,2127,4155,3.6,4.4,398.0,8964,1140,6,0
SUP-021,85.2,12,10.7,1253,3986,2.7,3.0,1894.0,3875,1466,7,0
SUP-031,84.5,4,8.4,1295,2229,1.6,2.8,257.0,5480,1346,6,0
SUP-039,57.0,3,19.0,4071,10402,2.1,3.6,2106.0,7487,5684,4,0
SUP-026,55.3,11,18.9,2315,7707,3.2,0.4,207.0,4521,3143,6,0
SUP-038,70.2,2,13.5,11187,15392,3.0,6.1,721.0,28921,7883,4,0
SUP-010,68.9,12,19.5,9633,23269,2.0,6.3,1502.0,20486,9247,5,1
SUP-017,74.4,3,14.1,4628,15259,5.6,5.3,1054.0,22795,5749,4,0
SUP-020,78.5,2,17.1,4504,9177,3.8,3.3,5521.0,8350,5029,3,0
SUP-008,86.7,4,10.2,16267,38439,2.0,3.0,412.0,20966,22039,6,0
SUP-025,86.3,11,12.5,1763,6142,2.3,5.5,1012.0,8003,1227,7,0
SUP-021,85.2,12,16.1,4398,9217,0.4,5.7,262.0,14381,4303,7,1
SUP-004,82.0,12,4.4,2662,2183,3.8,5.5,830.0,3112,3192,3,0
SUP-032,96.3,11,15.5,1271,4403,3.9,3.3,908.0,3524,1353,2,0
SUP-011,64.7,6,15.1,922,3043,4.1,7.3,172.0,4792,1217,4,0
SUP-006,96.7,10,10.6,6014,17840,4.4,5.3,472.0,20123,4091,4,0
SUP-033,62.3,8,21.5,6731,16879,3.6,4.3,2037.0,26802,3877,7,1
SUP-021,85.2,12,15.9,4089,14171,1.9,3.3,1576.0,15687,4636,7,0
SUP-003,90.5,2,6.7,6051,11734,2.1,1.2,890.0,11491,7838,5,0
SUP-033,62.3,8,20.3,1899,4282,1.6,2.3,373.0,5533,1063,7,1
SUP-001,86.0,14,13.7,15928,49267,0.3,6.1,591.0,46079,15252,3,0
SUP-035,69.9,7,12.1,2634,8565,3.5,1.9,1485.0,2447,2633,3,0
SUP-025,86.3,11,2.3,2074,2297,2.1,3.2,456.0,9768,2115,7,0
SUP-005,50.0,9,16.3,6365,5295,5.4,3.4,250.0,13453,8344,6,1
SUP-028,47.3,9,23.5,2192,3863,3.8,5.0,844.0,3580,2620,1,0
SUP-038,70.2,2,14.8,6246,17827,2.2,3.9,1309.0,19207,7093,4,0
SUP-014,88.6,5,14.0,865,2300,2.5,2.9,182.0,4551,698,4,0
SUP-034,64.6,6,20.8,7460,14929,1.0,4.3,652.0,18079,6491,2,0
SUP-003,90.5,2,9.6,680,1286,5.6,4.1,344.0,2217,461,5,0
SUP-008,86.7,4,13.3,3016,8608,4.5,2.8,523.0,3272,3952,6,0
SUP-006,96.7,10,11.2,4659,8693,0.9,3.3,1004.0,26756,4632,4,0
SUP-016,57.0,4,16.9,1093,1111,4.0,5.6,539.0,1574,569,2,1
SUP-003,90.5,2,11.2,3347,6441,3.5,3.0,448.0,19941,2240,5,0
SUP-034,64.6,6,12.9,1346,3590,2.7,6.8,123.0,7013,1875,2,0
